ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
254,KNOO,nonword,new,NA,new,6.22220556438,N,NA
254,BOAT,word,old,49,old,1.51559846103,R,3.04012269899
254,COAT,word,new,NA,new,1.35528645664,N,NA
254,LOPT,nonword,old,42,old,1.74429154396,R,4.96928603202
254,BOMB,word,old,46,old,1.58789398521,R,1.52935489267
254,HEAR,word,new,NA,new,0.961947206408,N,NA
254,GORT,nonword,new,NA,new,0.995763655752,N,NA
254,JUMP,word,new,NA,new,2.08840956166,N,NA
254,GAME,word,old,52,new,1.64749615267,N,NA
254,DOPT,nonword,new,NA,old,1.53102938458,K,1.00915425643
254,DESK,word,new,NA,new,1.20308424532,N,NA
254,GLAF,nonword,old,44,old,2.59527568147,R,2.33736966923
254,LEAF,word,new,NA,new,2.65422602743,N,NA
254,TADE,nonword,new,NA,new,1.42494945228,N,NA
254,TROB,nonword,old,6,old,1.56028815359,K,0.84945197776
254,FARE,word,old,41,new,1.28554058447,N,NA
254,BIRD,word,old,53,new,1.78328278288,N,NA
254,AELT,nonword,old,34,old,1.62239366025,R,1.04859405756
254,CHUR,nonword,new,NA,new,0.945901893079,N,NA
254,FINE,word,old,31,old,1.24485613778,R,1.40131178498
254,BOPT,nonword,old,43,old,1.24009088054,R,1.35966833681
254,ILST,nonword,old,40,old,2.16006052494,K,0.681413151324
254,NULB,nonword,old,47,old,1.08160661161,R,1.40924900025
254,MEET,word,new,NA,new,4.87833475694,N,NA
254,KING,word,new,NA,new,1.38227028027,N,NA
254,MAID,word,new,NA,old,1.51005356759,K,1.2814027518
254,DOOT,nonword,new,NA,new,1.66655762866,N,NA
254,SEAT,word,old,55,old,1.55068016052,K,1.48134662956
254,BAIL,word,new,NA,new,1.42634464055,N,NA
254,SOTE,nonword,new,NA,new,1.83980118111,N,NA
254,BACK,word,old,51,new,1.41719701514,N,NA
254,FOLT,nonword,new,NA,old,1.43119095266,R,1.60947911069
254,MUCH,word,new,NA,new,1.58784839138,N,NA
254,SILK,word,new,NA,new,2.0523256883,N,NA
254,DOVE,word,new,NA,new,1.81559308618,N,NA
254,DRIP,word,new,NA,new,1.46782232821,N,NA
254,EGST,nonword,new,NA,new,1.41792484,N,NA
254,SALT,word,new,NA,old,4.21664807945,K,1.52915398404
254,HANG,word,new,NA,new,1.5661932677,N,NA
254,OURT,nonword,old,24,old,1.3525641337,R,1.26536275446
254,YEAR,word,new,NA,new,1.38472485915,N,NA
254,CARD,word,old,35,new,1.22403385863,N,NA
254,TUNE,word,new,NA,new,1.39323175699,N,NA
254,BEND,word,old,4,old,3.0235160403,R,1.1454568319
254,PALE,word,new,NA,new,2.1983932294,N,NA
254,BILP,nonword,old,48,old,1.35071742907,R,1.16149307415
254,DUST,word,new,NA,new,1.3823665604,N,NA
254,CADT,nonword,old,25,old,1.70836803317,K,1.27349894866
254,RACE,word,old,45,old,1.24655672163,R,1.22542114183
254,SOLD,word,new,NA,old,1.75631703064,K,1.22507749498
254,HOME,word,old,38,new,1.50915406644,N,NA
254,GEEL,nonword,old,10,old,1.43748220801,R,1.17744689807
254,SPOA,nonword,old,19,old,1.42967185751,R,1.01746135578
254,BLOS,nonword,new,NA,new,1.18173051253,N,NA
254,INPT,nonword,new,NA,old,3.57126058638,K,1.37728080899
254,LORT,nonword,new,NA,old,3.51102327183,K,1.12128009647
254,PIFT,nonword,old,57,old,1.37620544061,R,1.08135876432
254,ORKS,nonword,old,36,new,1.29307453707,N,NA
254,JOSP,nonword,new,NA,new,1.27168598026,N,NA
254,ORTT,nonword,old,29,old,1.32332542539,K,1.34531509876
254,DEAR,word,old,8,old,1.21441756934,R,1.09708187357
254,HAIR,word,new,NA,new,1.37668067962,N,NA
254,SONG,word,old,18,old,2.62886553258,K,1.03323086724
254,BOND,word,new,NA,new,2.31191609055,N,NA
254,ABST,nonword,new,NA,new,1.13033208251,N,NA
254,PAIN,word,old,9,old,1.75409614295,R,1.06546646729
254,PATE,nonword,new,NA,new,1.31283695623,N,NA
254,AFTH,nonword,new,NA,new,1.03661225364,N,NA
254,PART,word,new,NA,new,1.18600415811,N,NA
254,COOK,word,old,14,new,1.29045844451,N,NA
