ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
221,TADE,nonword,new,NA,old,8.08545885817,R,4.18378957151
221,DUST,word,new,NA,old,7.80329506693,K,2.0487949925
221,IRON,word,new,NA,new,1.59418303322,N,NA
221,RACE,word,old,20,new,1.70631131798,N,NA
221,INPS,nonword,new,NA,new,2.67278517608,N,NA
221,TEST,word,old,22,old,2.32733782451,K,0.841143269558
221,HIPT,nonword,new,NA,new,6.58292428777,N,NA
221,LOPT,nonword,old,58,new,3.6226770957,N,NA
221,DELP,nonword,old,56,new,3.53071538708,N,NA
221,BLOS,nonword,new,NA,new,5.98770426982,N,NA
221,FILK,nonword,new,NA,new,2.64772558992,N,NA
221,SLEE,nonword,old,13,old,3.10207391519,R,1.52940154739
221,PIFT,nonword,new,NA,old,2.30283535621,R,0.705079300213
221,DRIP,word,old,21,old,2.30619167979,R,1.80929967447
221,IGST,nonword,old,16,old,1.83827998897,R,0.937220547232
221,YEAR,word,old,11,new,2.13924927788,N,NA
221,GLAF,nonword,old,39,old,2.00211459759,R,1.16143498162
221,AELT,nonword,old,17,old,2.65119029779,R,0.745220071985
221,CADT,nonword,new,NA,new,4.19654946658,N,NA
221,SEAT,word,new,NA,new,3.5030781182,N,NA
221,WORN,word,old,43,new,1.63068972412,N,NA
221,JASL,nonword,new,NA,new,1.60720870667,N,NA
221,TILB,nonword,old,45,old,1.05521077581,R,1.34556386794
221,BOND,word,old,30,new,3.23511268036,N,NA
221,LORT,nonword,new,NA,new,2.65120105562,N,NA
221,BOPT,nonword,new,NA,old,3.86605866416,K,1.20105159516
221,DOOT,nonword,new,NA,new,1.92733347567,N,NA
221,GEEL,nonword,new,NA,new,4.04831977212,N,NA
221,SOLD,word,new,NA,new,2.48511114949,N,NA
221,TROB,nonword,new,NA,new,6.35822450952,N,NA
221,HEAR,word,old,31,old,1.98035044246,K,1.00127421599
221,FOOL,word,old,26,new,1.38357283024,N,NA
221,TOLR,nonword,old,12,old,2.49898508738,R,0.977455243119
221,KLIB,nonword,new,NA,new,3.05093174044,N,NA
221,SELB,nonword,new,NA,new,1.16041260131,N,NA
221,KNOO,nonword,new,NA,new,1.9371424726,N,NA
221,HIRP,nonword,old,4,old,1.51452522015,K,0.760981162544
221,NIST,nonword,new,NA,new,4.14081738633,N,NA
221,LIMB,word,new,NA,new,1.17111977201,N,NA
221,PALE,word,new,NA,new,1.29360420443,N,NA
221,FLOU,nonword,new,NA,new,1.03918162419,N,NA
221,BEAN,word,new,NA,old,7.61361780134,K,2.03316627699
221,NOST,nonword,old,51,new,2.08887417999,N,NA
221,AFTH,nonword,new,NA,new,4.30922542536,N,NA
221,ONLT,nonword,old,8,old,1.88232476451,R,1.07341170975
221,DEAR,word,new,NA,old,1.75592132995,K,1.70527097094
221,HANG,word,old,23,new,3.33013230877,N,NA
221,WALL,word,old,42,old,1.25432179612,K,0.529087558738
221,OBLL,nonword,new,NA,old,2.83556807542,R,0.817271791864
221,DOPT,nonword,new,NA,new,2.78094002907,N,NA
221,NULB,nonword,new,NA,new,2.0033375629,N,NA
221,TUNE,word,new,NA,old,1.43965958757,K,0.681176466402
221,WASH,word,new,NA,new,1.67132140067,N,NA
221,FARE,word,old,59,new,1.05693266063,N,NA
221,PATE,nonword,old,2,new,4.60907922196,N,NA
221,DOVE,word,new,NA,new,1.65607192123,N,NA
221,HAIR,word,new,NA,new,1.29538554454,N,NA
221,HALL,word,old,40,old,1.34834825899,K,0.585520256194
221,LEAF,word,old,19,old,1.12517181376,K,0.631179329474
221,BEND,word,new,NA,new,2.50537768286,N,NA
221,HOME,word,new,NA,new,3.03985121613,N,NA
221,KING,word,old,35,new,0.9896845076,N,NA
221,DESK,word,old,57,old,2.21768643544,K,0.625371664879
221,FARB,nonword,new,NA,old,2.92131031491,R,0.753332919325
221,SILK,word,new,NA,old,1.67632394645,K,0.657151531195
221,FOAM,word,old,28,new,1.16634007858,N,NA
221,DATE,word,old,60,old,1.07009101589,K,0.681407351862
221,CELL,word,new,NA,old,2.84404610796,K,0.60929919628
221,ILST,nonword,old,46,old,1.28936896718,R,0.657472268678
221,INPT,nonword,old,52,old,1.25727562653,R,0.912994660204
221,HILL,word,old,44,old,1.60905436194,K,0.529493020382
221,ORKS,nonword,new,NA,new,2.45328497374,N,NA
221,BOAT,word,new,NA,old,1.50697102735,K,0.737243894488
221,SOTE,nonword,old,48,new,3.42020037142,N,NA
221,FERN,word,old,47,old,3.41724243585,K,0.673269391991
221,CARD,word,old,9,new,1.19944490038,N,NA
221,FINE,word,old,18,old,1.04707812425,R,0.75320516678
221,SAFE,word,old,7,new,3.28622810054,N,NA
221,GORT,nonword,new,NA,new,1.66490689234,N,NA
221,BITE,word,new,NA,new,2.17432777793,N,NA
221,PART,word,new,NA,new,3.28577794752,N,NA
221,GAME,word,new,NA,old,1.71215524094,K,0.689169663354
221,AHLL,nonword,old,53,old,3.2563715491,R,0.745388735435
221,LONT,nonword,old,27,old,3.04051629384,R,1.52130081726
221,EGST,nonword,old,10,old,1.76838832197,R,0.576996930875
221,MALE,word,new,NA,new,1.13919283322,N,NA
221,MAID,word,new,NA,old,2.28932522016,K,0.647038070369
221,GATE,word,old,15,old,1.15595635213,R,1.06537469639
221,NORT,nonword,new,NA,new,2.32313309226,N,NA
221,FILT,nonword,old,14,old,1.2065120202,R,0.72138648876
221,COAT,word,old,34,new,1.45601324202,N,NA
221,OLND,nonword,old,6,old,1.6297490485,R,0.664969126577
221,SPOA,nonword,old,24,new,3.38425849739,N,NA
221,SALT,word,old,3,new,1.71051807131,N,NA
221,BILP,nonword,old,1,old,1.84427728516,R,0.817212547292
221,ORTT,nonword,old,32,old,1.07066190778,R,0.681350567262
221,COME,word,old,37,new,0.994611093192,N,NA
221,OURT,nonword,old,54,new,1.22203880572,N,NA
221,CHUR,nonword,old,55,new,2.94339918951,N,NA
221,GINP,nonword,old,5,new,1.5939795851,N,NA
221,PIGE,nonword,new,NA,new,3.67765958444,N,NA
221,MUCH,word,old,29,new,1.72334398096,N,NA
221,TRAS,nonword,new,NA,new,1.80834927259,N,NA
221,NOPH,nonword,new,NA,new,3.36126609263,N,NA
221,SINK,word,new,NA,old,1.59081257437,R,1.40128678724
221,LOBT,nonword,old,38,old,1.92908345046,R,0.585258032661
221,ABST,nonword,old,25,new,3.23342261184,N,NA
221,BOMB,word,new,NA,new,1.30468483083,N,NA
221,MEET,word,old,49,new,3.08523277566,N,NA
