ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
256,SLIG,nonword,new,NA,old,3.5033724606,K,1.49567600712
256,ILST,nonword,old,31,old,2.22210443765,R,1.18521089479
256,COOK,word,new,NA,new,1.51351028681,N,NA
256,SALT,word,new,NA,old,2.64934059978,K,0.784969326109
256,BEAN,word,new,NA,old,3.83849396557,K,1.00920497254
256,CADT,nonword,new,NA,old,1.77449256927,K,0.68918832764
256,FARE,word,old,4,new,1.41222923622,N,NA
256,CARD,word,old,46,new,1.1942531988,N,NA
256,HILL,word,new,NA,new,0.922095123678,N,NA
256,NOPH,nonword,old,9,old,1.0367660448,R,0.889403354377
256,CHUR,nonword,new,NA,new,1.38238038495,N,NA
256,AFTH,nonword,old,13,old,1.03503653035,R,0.785412944853
256,TROB,nonword,old,27,old,1.76902788505,R,0.80111560598
256,FILK,nonword,new,NA,new,1.62721584365,N,NA
256,JUMP,word,old,48,new,1.14799099416,N,NA
256,EGST,nonword,new,NA,old,1.37372257188,K,1.02523441985
256,BACK,word,old,21,new,1.72259280831,N,NA
256,GLAF,nonword,new,NA,new,2.20621251315,N,NA
256,LEAF,word,old,55,old,3.18331201002,K,0.767312731594
256,WALL,word,new,NA,new,1.23451766372,N,NA
256,DOPT,nonword,old,49,old,1.06607978046,K,0.617424055934
256,NULB,nonword,old,18,old,1.72202160954,K,0.681251570582
256,BOPT,nonword,old,51,old,1.09162668511,K,0.985371015966
256,LIMB,word,new,NA,new,1.23229891434,N,NA
256,TOLR,nonword,old,5,old,1.65805271268,K,0.99308103323
256,SEAT,word,new,NA,new,1.20408193767,N,NA
256,OBLL,nonword,old,35,new,1.93282264844,N,NA
256,SOTE,nonword,new,NA,new,1.44892476499,N,NA
256,PATE,nonword,old,54,old,1.32687908784,K,0.729408383369
256,FILT,nonword,new,NA,old,1.37196019292,K,0.681037388742
256,KNOO,nonword,new,NA,new,1.59942127764,N,NA
256,BOAT,word,new,NA,old,1.32783953473,K,0.729349866509
256,GAME,word,old,37,new,1.23714553565,N,NA
256,DRIP,word,old,22,old,1.88000170887,K,0.665489576757
256,TEST,word,old,17,new,1.15236597508,N,NA
256,FOAM,word,old,41,old,1.29350484535,K,0.881271280348
256,FARB,nonword,new,NA,old,1.1751996018,K,0.609582390636
256,SILK,word,new,NA,new,1.28307233006,N,NA
256,FOOL,word,old,45,old,1.03664115071,K,0.689057517797
256,LOAF,word,new,NA,new,1.67337699607,N,NA
256,COAT,word,new,NA,old,1.44416483492,K,0.609085630625
256,BAIL,word,new,NA,old,1.19525570422,K,0.577622141689
256,DUST,word,new,NA,new,1.59853524715,N,NA
256,GATE,word,old,6,new,0.975759904832,N,NA
256,DEAR,word,new,NA,new,1.20383615419,N,NA
256,MALE,word,old,12,old,1.31754719466,K,0.577084206045
256,DESK,word,old,60,new,1.31826575845,N,NA
256,PALE,word,new,NA,new,1.27392571419,N,NA
256,DOOT,nonword,old,3,old,1.57306470722,R,0.807543616742
256,MUCH,word,new,NA,new,1.00889696181,N,NA
256,RACE,word,old,7,new,1.51725431159,N,NA
256,SAFE,word,old,32,old,2.43769472465,K,0.785036940128
256,GINP,nonword,new,NA,old,1.15009185672,K,0.63343988359
256,FLOU,nonword,old,39,old,0.906959556043,K,0.785334531218
256,WASH,word,new,NA,old,0.830260042101,R,0.841395355761
256,OLND,nonword,old,53,old,1.19974144548,R,1.08933483064
256,BOMB,word,old,24,new,3.04169227555,N,NA
256,PAIN,word,new,NA,new,1.75041935593,N,NA
256,KING,word,old,20,new,0.861605260521,N,NA
256,SELB,nonword,new,NA,old,0.958929412067,K,0.657314106822
256,BLOS,nonword,new,NA,new,3.00080163032,N,NA
256,MEET,word,old,2,old,1.72528367117,K,0.625407222658
256,DOVE,word,new,NA,old,3.77306794375,K,0.752964440733
256,NIST,nonword,old,59,old,1.4062130712,R,0.857373848557
256,AELT,nonword,old,15,old,1.41395311058,K,0.761329770088
256,TUNE,word,old,28,old,0.98931035772,K,0.664903338999
256,TRAS,nonword,new,NA,old,1.59133326262,K,0.64131206274
256,LOBT,nonword,old,36,old,1.30184144899,K,0.649383537471
256,BEND,word,new,NA,new,1.41593985632,N,NA
256,BIRD,word,new,NA,old,3.09488033876,K,0.697190757841
256,OURT,nonword,new,NA,new,1.13959102333,N,NA
256,NORT,nonword,new,NA,old,1.06642743573,K,0.561358179897
256,LORT,nonword,new,NA,new,1.19579494372,N,NA
256,TILB,nonword,new,NA,old,1.109636724,R,1.14545487985
256,INPS,nonword,old,56,old,1.23606944829,K,0.553325921297
256,NOST,nonword,old,58,new,1.58944021165,N,NA
256,BILP,nonword,new,NA,old,2.97486805171,K,0.640946023166
256,LOPT,nonword,new,NA,old,1.68693521619,K,0.609320946038
256,FOLT,nonword,old,19,new,1.44758599997,N,NA
256,HALL,word,old,50,new,2.18350281194,N,NA
256,IRON,word,new,NA,new,1.28815980628,N,NA
256,CELL,word,old,34,new,4.619052127,N,NA
256,YEAR,word,old,30,old,0.95066665858,K,0.721478987485
256,FERN,word,new,NA,old,1.01748527214,K,0.673257108778
256,COME,word,old,38,old,2.27010734379,K,0.640956811607
256,HOME,word,old,16,new,1.1510460116,N,NA
256,WORN,word,new,NA,new,3.39658647031,N,NA
256,MAID,word,old,52,old,1.43550102785,K,0.785256072879
256,HANG,word,old,29,old,1.13933063298,K,0.88129324466
256,LONT,nonword,old,14,new,1.78283417597,N,NA
256,HAIR,word,old,44,old,2.81321110949,K,0.809242796153
256,HEAR,word,old,42,old,1.2794399187,K,0.705090690404
256,INPT,nonword,new,NA,old,1.07214881107,K,0.729445241392
256,SPOA,nonword,new,NA,old,2.54934960976,K,0.633296594024
256,HIPT,nonword,old,10,old,1.07695261389,K,1.59306092933
256,ORTT,nonword,old,43,new,1.51884854212,N,NA
256,GEEL,nonword,new,NA,new,1.3993454203,N,NA
256,ONLT,nonword,new,NA,old,1.16483346745,K,0.681063190103
256,ABST,nonword,old,57,old,1.46931516379,K,0.729187373072
256,TADE,nonword,new,NA,new,1.38737285882,N,NA
256,SOLD,word,new,NA,new,1.24893381447,N,NA
256,GORT,nonword,old,11,old,1.73077790439,K,0.785334467888
256,FINE,word,old,8,old,1.64941455051,R,0.881331339478
256,BITE,word,new,NA,new,2.4901153706,N,NA
256,SLEE,nonword,old,23,old,2.73625532165,K,0.680910043418
256,IGST,nonword,new,NA,old,1.15080037341,K,0.777244757861
256,PIFT,nonword,new,NA,old,0.999135542661,K,1.58540739864
256,ORKS,nonword,old,40,old,2.25499163568,K,0.577323712409
256,DATE,word,new,NA,new,2.03758913651,N,NA
256,BOND,word,new,NA,new,1.68926618621,N,NA
256,HIRP,nonword,new,NA,old,1.09529275075,K,0.633489768952
256,SONG,word,old,1,old,2.12474891916,K,0.753452654928
256,DELP,nonword,old,26,new,1.14643922448,N,NA
256,KLIB,nonword,old,47,old,1.25885127485,K,0.865234222263
256,JASL,nonword,old,33,old,3.7836445123,K,0.593346115202
256,PIGE,nonword,old,25,new,1.04334086552,N,NA
256,SINK,word,new,NA,old,1.6945838742,K,0.513353113085
256,JOSP,nonword,new,NA,new,1.55968479812,N,NA
256,AHLL,nonword,new,NA,new,1.24005832151,N,NA
256,PART,word,new,NA,new,1.21161383763,N,NA
