ID, item, item_type, test_type, study_pos, ON_resp, ON_RT, rating_resp, rating_RT 
4,COLV,nonword,new,NA,new,3.23679482937,N,NA
4,LEFT,word,old,36,old,2.63474400342,R,2.3276616931
4,SNOW,word,old,49,new,3.31696469337,N,NA
4,HEAD,word,old,43,old,2.46404554695,K,1.00933609158
4,DWEK,nonword,old,29,old,3.15076156706,K,0.873283714056
4,SEFS,nonword,new,NA,new,1.48926287144,N,NA
4,REST,word,old,44,old,1.80774335563,R,0.913476541638
4,HOME,word,old,20,new,3.0289966315,N,NA
4,UFTS,nonword,new,NA,new,1.45766344666,N,NA
4,ROAD,word,new,NA,old,3.16209778935,K,0.681416302919
4,GWIC,nonword,new,NA,old,3.71982911229,K,0.921511098742
4,GOOD,word,new,NA,new,2.59460180998,N,NA
4,WUIL,nonword,new,NA,new,1.44331353903,N,NA
4,WONS,nonword,new,NA,new,2.61947029084,N,NA
4,ZEAM,nonword,new,NA,new,2.05079425126,N,NA
4,VABB,nonword,old,13,old,1.24570778012,R,1.37751221657
4,CWEB,nonword,old,5,old,1.31080459803,R,0.896436437964
4,CASH,word,old,34,new,1.22979675978,N,NA
4,ZARC,nonword,new,NA,old,2.25479497015,K,1.01542137563
4,LATT,nonword,new,NA,new,2.01775627583,N,NA
4,COAT,word,new,NA,new,2.42921059579,N,NA
4,CWUL,nonword,old,2,old,1.21327733248,R,1.24161424488
4,PAGE,word,new,NA,new,3.99709288031,N,NA
4,TREE,word,new,NA,old,3.1198952347,K,0.657396547496
4,PLOK,nonword,new,NA,new,1.51753560454,N,NA
4,DOOR,word,new,NA,old,2.32695446908,K,0.793486721814
4,HALF,word,new,NA,old,1.47490794212,K,0.697274215519
4,SPIZ,nonword,new,NA,new,1.32095314562,N,NA
4,HALL,word,new,NA,new,1.54868984967,N,NA
4,FOSK,nonword,old,25,old,2.3595771715,K,0.641501188278
4,LINE,word,old,32,old,1.3542477712,K,0.657446414232
4,FOMB,nonword,old,26,old,1.22094030678,R,0.793231315911
4,SKIN,word,old,10,old,2.01537889987,K,0.929342865944
4,GATE,word,new,NA,new,3.1928203851,N,NA
4,DUFE,nonword,old,23,old,1.56761981547,R,0.857406973839
4,MAKE,word,old,3,new,2.74948173016,N,NA
4,MYDE,nonword,new,NA,new,1.28317935765,N,NA
4,JALT,nonword,old,35,new,2.20664373785,N,NA
4,TASP,nonword,new,NA,new,2.20105941594,N,NA
4,NOTE,word,new,NA,old,2.5544449836,K,0.793091543019
4,KEPH,nonword,old,1,old,3.16729114205,K,0.681533530354
4,KISS,word,old,38,old,1.3884639293,R,0.849488124251
4,LORT,nonword,old,31,old,3.08435474336,K,0.961098350585
4,RETE,nonword,old,9,old,1.88630020618,R,1.0574207902
4,DATE,word,old,27,new,1.64805673063,N,NA
4,TALK,word,old,14,old,1.38728061318,K,0.737298443913
4,RAIN,word,new,NA,old,1.81686872244,K,0.713507287204
4,WONE,nonword,new,NA,old,1.51996085793,R,0.697443626821
4,SEAT,word,old,8,old,2.31902721524,R,0.793412826955
4,SNUZ,nonword,new,NA,new,2.21971986443,N,NA
4,SONG,word,new,NA,new,1.42976959795,N,NA
4,FACT,word,new,NA,new,1.35534437746,N,NA
4,SALT,word,new,NA,old,2.01650301367,K,1.25733386725
4,LOOK,word,new,NA,new,2.01016309857,N,NA
4,CAKE,word,new,NA,new,1.26202946156,N,NA
4,ABST,nonword,new,NA,new,2.25044574589,N,NA
4,BEEF,word,new,NA,new,1.4596927315,N,NA
4,CHIE,nonword,new,NA,old,1.42731609195,K,0.69739510864
4,COLD,word,new,NA,old,1.80908723176,K,0.641306728125
4,LIFE,word,new,NA,old,2.00706442446,K,0.697010934353
4,BLUE,word,old,7,old,2.922359474,K,0.481349460781
4,HOAB,nonword,new,NA,new,1.86188722402,N,NA
4,SWAZ,nonword,new,NA,old,1.33267661184,R,0.745334267616
4,WALK,word,old,17,old,4.2186480239,K,0.833407059312
4,SHOP,word,old,42,old,1.59006685019,R,1.2974293381
4,MIND,word,old,6,old,1.34259043634,R,0.657325774431
4,CLOF,nonword,old,40,old,1.68891917914,K,0.721059113741
4,HESP,nonword,old,39,old,2.38800770789,K,0.689377702773
4,TIME,word,new,NA,new,3.30426625162,N,NA
4,KNEE,word,new,NA,new,1.41839930415,N,NA
4,BATH,word,new,NA,new,2.72164670378,N,NA
4,DENC,nonword,old,47,old,1.25442690402,K,0.649168469012
4,YEAR,word,old,30,new,1.39227947593,N,NA
4,DOYS,nonword,old,4,old,1.27859672159,R,0.785563446581
4,SIME,nonword,old,28,old,1.29686164111,R,0.769439287484
4,RILM,nonword,old,22,new,2.59076037258,N,NA
4,TRUV,nonword,old,19,old,2.29504577816,K,0.593405902386
4,JOSP,nonword,new,NA,new,2.10508198291,N,NA
4,YAIL,nonword,old,21,old,1.27112159878,R,0.681148014963
4,FEET,word,old,50,old,1.35282464325,R,0.833521805704
4,VEUL,nonword,new,NA,new,2.3997162357,N,NA
4,WASH,word,old,46,new,1.45242147893,N,NA
4,NAUC,nonword,new,NA,new,1.59680868685,N,NA
4,SOTE,nonword,old,33,old,2.68793491274,K,0.825412675738
4,DAUV,nonword,new,NA,new,1.57466456294,N,NA
4,WIND,word,new,NA,old,2.12902314216,K,1.26527108252
4,LIKE,word,old,41,old,1.31738910824,R,0.85697299242
4,LODD,nonword,old,48,old,1.32410373539,R,0.913210444152
4,HAND,word,new,NA,new,2.16326678544,N,NA
4,CHUR,nonword,old,12,old,1.55486430973,K,0.713158093393
4,NARN,nonword,new,NA,new,2.2458698228,N,NA
4,MENC,nonword,old,15,old,1.14120182395,R,0.633264489472
4,FACE,word,old,45,old,2.33215803653,K,0.697319492698
4,WORK,word,old,16,new,2.35788454115,N,NA
4,BIRD,word,old,11,old,1.15565645695,R,0.609543807805
4,NOGE,nonword,new,NA,old,2.42458137125,K,0.577267773449
4,BOOK,word,new,NA,new,1.99495633692,N,NA
4,KLIB,nonword,old,24,old,1.83819816262,K,0.569056272507
4,GIRL,word,old,18,new,2.21148332953,N,NA
4,DAPT,nonword,old,37,old,1.42708475888,R,0.657571226358
